Date publication;Type de publication;Titre;Libellé recommandation;Destinataire 1;Destinataire 2;Destinataire 3
14/09/2016;Rapport des comptes et de la gestion;L'opéra national de Paris - Exercices 2005 à 2014;"Mieux formaliser les actions menées dans le cadre des plans annuels de contrôle interne comptable et financier afin de s'assurer de l'atteinte des objectifs ; établir un bilan des actions de modernisation comptable et financière accomplies, des lacunes éventuelles dans leur mise en oeuvre et définir les nouvelles actions à mener";Opéra national de Paris; ; 
02/03/2016;Rapport des comptes et de la gestion;La Comédie Française;Rééquilibrer les statuts de l'établissement pour y renforcer la présence de l'Etat en réformant la composition et les attributions du comité d'administration.;Ministère chargé de la Culture et de la Communication; ; 
02/03/2016;Rapport des comptes et de la gestion;La Comédie Française;Organiser une claire distinction patrimoniale et comptable de l'EPIC et de la société des Comédiens-Français.;Ministère chargé de la Culture et de la Communication; ; 
02/03/2016;Rapport des comptes et de la gestion;La Comédie Française;Renouveler l'exercice de la tutelle en adoptant une stratégie contractualisée et pluriannuelle de programmation, de création et de diffusion ainsi que de rationalisation des coûts de fonctionnement, et en la concrétisant par une lettre de mission et par un contrat de performance précis et mesurables.;Ministère chargé de la Culture et de la Communication; ; 
02/03/2016;Rapport des comptes et de la gestion;La Comédie Française;Améliorer l'économie actuelle des productions en allongeant les séries de représentations et en augmentant le nombre des tournées (réviser, notamment, l'accord d'entreprise et le contrat actuel avec l'entreprise de tournée) et en accentuant le nombre de coproductions.;Comédie Française; ; 
02/03/2016;Rapport des comptes et de la gestion;La Comédie Française;"Encadrer les invitations et les places gratuites ; mieux connaître le public du théâtre; ralentir la progression des tarifs.";Comédie Française; ; 
02/03/2016;Rapport des comptes et de la gestion;La Comédie Française;"Engager une action résolue de maîtrise des coûts de fonctionnement et de production ; rénover l'organisation du travail technique en soutien de la scène ; augmenter le plan de charge des ateliers de Sarcelles.";Comédie Française; ; 
02/03/2016;Rapport des comptes et de la gestion;La Comédie Française;"Valoriser et sécuriser les collections de la Comédie-Française en suscitant des partenariats avec des musées ou avec la Bibliothèque nationale de France (BnF); poser le caractère inaliénable des collections ; développer le prêt de costumes à d'autres théâtres.";Comédie Française; ; 
02/03/2016;Rapport des comptes et de la gestion;La Comédie Française;Doter l'établissement d'un règlement financier compatible avec les règles budgétaires, financières et comptables applicables dans les autres organismes publics.;Comédie Française; ; 
02/03/2016;Rapport des comptes et de la gestion;La Comédie Française;Redéfinir le régime des rémunérations complémentaires actuellement fondé sur le partage des excédents annuels en tenant compte de la soutenabilité budgétaire du régime et de la régularité comptable des opérations.;Comédie Française; ; 
02/03/2016;Rapport des comptes et de la gestion;La Comédie Française;Développer le contrôle et l'audit interne de manière à fiabiliser les procédures (contrats et marchés, missions et déplacements, mise en paiement des dépenses de personnel, etc.);Comédie Française; ; 
02/03/2016;Rapport des comptes et de la gestion;La Comédie Française;Mettre en oeuvre la nouvelle comptabilité budgétaire prévue par la gestion budgétaire et comptable publique.;Comédie Française; ; 
02/03/2016;Rapport des comptes et de la gestion;La Comédie Française;Consolider sans délais les comptes de l'établissement avec ceux de ses filiales et les faire certifier.;Comédie Française; ; 
02/03/2016;Rapport des comptes et de la gestion;La Comédie Française;"Actualiser le dispositif conventionnel (convention collective, protocole d'aménagement et de réduction du temps de travail (ARTT), dispositions relatives aux pensionnaires) et harmoniser les dispositions relatives aux frais de déplacement avec celles du règlement interne ; revoir le dispositif de primes et de rémunérations accessoires.";Comédie Française; ; 
02/03/2016;Rapport des comptes et de la gestion;La Comédie Française;Prendre toutes dispositions utiles propres à analyser les causes de l'absentéisme et y remédier.;Comédie Française; ; 
23/02/2016;Rapport des comptes et de la gestion;La gestion de la société forestière de la Caisse des dépôts et consignations -exercice 2006 à 2013;Engager sans délai un changement de l'outil comptable, en y incluant notamment un module de comptabilité analytique;Premier Ministre;Caisse des dépôts et consignations;Organisme générique
23/02/2016;Rapport des comptes et de la gestion;La gestion de la société forestière de la Caisse des dépôts et consignations -exercice 2006 à 2013;Mettre les rémunérations des cadres dirigeants en cohérence avec la nature des responsabilités exercées et les performances de la société;Premier Ministre;Caisse des dépôts et consignations;Organisme générique
23/02/2016;Rapport des comptes et de la gestion;La gestion de la société forestière de la Caisse des dépôts et consignations -exercice 2006 à 2013;Adapter le nombre et le périmètre des agences à l'évolution rapide des surfaces en gestion;Premier Ministre;Caisse des dépôts et consignations;Organisme générique
23/02/2016;Rapport des comptes et de la gestion;La gestion de la société forestière de la Caisse des dépôts et consignations -exercice 2006 à 2013;Intensifier la coopération entre la SFCDC et les entités du groupe CDC, en particulier dans le secteur du bois énergie;Premier Ministre;Caisse des dépôts et consignations;Organisme générique
18/02/2016;Rapport des comptes et de la gestion;La gestion immobilière de La Poste;Mettre en place des outils de suivi et de pilotage de la masse salariale;Premier Ministre;Ministère chargé de l'Économie et des Finances;La poste
18/02/2016;Rapport des comptes et de la gestion;La gestion immobilière de La Poste;Se doter d'un outil de mesure et de suivi des dépenses liées à l'objectif de réduction de la facture énergétique, ainsi que des économies réalisées;Premier Ministre;Ministère chargé de l'Économie et des Finances;La poste
18/02/2016;Rapport des comptes et de la gestion;La gestion immobilière de La Poste;Fixer une norme de surface par agent dans les surfaces tertiaires et, chaque fois que celles-ci sont récentes et comparables à celles occupées par l'Etat, ne pas exéder 12 m² par agent;Premier Ministre;Ministère chargé de l'Économie et des Finances;La poste
18/02/2016;Rapport des comptes et de la gestion;La gestion immobilière de La Poste;"Etablir en collaboration avec les métiers des schémas directeurs immobiliers de manière à :
- approfondir la réflexion sur les arbitrages entre locatif et patrimonial à court et à moyen terme
- améliorer la prévisibilité des restitutions, afin d'anticiper au mieux les flux à venir de surfaces vacantes";Premier Ministre;Ministère chargé de l'Économie et des Finances;La poste
18/02/2016;Rapport des comptes et de la gestion;La gestion immobilière de La Poste;Expliciter et justifier les procédures arrêtées à l'occasion des cessions (vente ou location, vente totale ou partielle, cession de gré à gré) et renforcer le contrôle interne sur le respect des règles et des bonnes pratiques lors des opérations de cession et de co-promotion;Premier Ministre;Ministère chargé de l'Économie et des Finances;La poste
19/05/2016;Rapport des comptes et de la gestion;Le centre spatial de Toulouse du CNES;"En matière de propriété industrielle,
- vérifier, à l'occasion d'audits des comptes, les déclarations des industriels servant de base au calcul des redevances pour concessions, brevets et licences ;
- insérer dans les contrats de maîtrise d'oeuvre une clause permettant le contrôle des déclarations des industriels au moyen d'un audit des comptes dans tous les accords liés à la propriété intellectuelle, en particulier dans les accords de copropriété de brevets.";Ministère chargé de la Défense et des anciens combattants;Ministère chargé de l'Enseignement supérieur et de la Recherche;Centre national d'études spatiales
19/05/2016;Rapport des comptes et de la gestion;Le centre spatial de Toulouse du CNES;Mettre en place un système de contrôle du temps de travail conforme à la réglementation.;Ministère chargé de la Défense et des anciens combattants;Ministère chargé de l'Enseignement supérieur et de la Recherche;Centre national d'études spatiales
